label,text
0,Your UNLI DATA will expire in 60 minutes.
1,Welcome to CMHK! Calling home / other countries? Dial <001> <country code and area code> <phone no>.
0,Alam niyo ba yung hirono na figurine? Wtf anong meron doon
1,"Usher in a New Era of Samsung AI TV at the Neo QLED 8K VIP Event at SM Appliance Center, Megamall from June 14-16, 2024.

BUY NOW, PAY LATER at 0% interest up to 24 months term plus, get exclusive premium deals with your BDO Credit Card!

Visit BDO website & search SM Appliance Center for T&Cs. DTI105012"
1,"Top Casino Bingo, Slots, Lucky User Register to Receive Cash http://okad666.life"
0,"Hoy wag kang magbura ng convo, may ebidensya ako HAHAHA"
0,HAHAHAHAHAHAHA GAGI NAG HEART KA PA TALAGA SA HIGHLIGHTS
0,Hoping.
0,Pabili naman ng iced coffee kung pupunta ka ng convenience store mamaya
0,"pashare naman ng hotspot, wala akong data"
1,"Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!"
0,"NDRRMC: (11:33AM, 12Jan25) Red Rainfall Warning sa Albay. Asahan ang matinding pag-ulan, pagbaha at pagguho ng lupa."
1,"WK777: 128% unang deposito na bonus, araw-araw na misteryosong pulang sobre 77-7777p, magparehistro ngayon >>>https://w777k.co/YUI"
0,Gising ka naaaa
1,"Party, play games & drink all night at SM Game Park’s Last Friday Night! See you on Friday, Aug 25, 6pm at SM Southmall, SM Fairview, & SM CDO Downtown Premier!"
0,"ay gago, deadline na pala bukas?? akala ko next week pa tangina"
1,"Win big with GoJackpot! Get up to 0.6% daily rebate and compete in the Slots Deposit Tournament 

gojackpotwin.de 

for a Xiaomi 14 worth 47,999p."
1,"You've earned a total of 1 Merry Money Holiday points from transacting with Maya.

Hit at least 10 points to get a share in the weekly cash prize pot! Plus, get a shot at P10,000 or a Maya VIP Pass when you pay with Maya or send money to a unique user.

Your points and raffle entries reset every Wednesday, so don't forget to keep transacting with Maya this week to increase your share in the cash prize OR your chances at winning P10,000 or a Maya VIP Pass!

Learn More at: maya.ph/merrymoneyholiday"
1,"Miko Salvador, Libreng ₱300 load para sa bagong users! Click here: freeeloadph.com."
1,Free ₱200 load! Claim here: loadtopup.ph. Expires in 30 mins!
1,Nag-avail ka ba ng loan? Click here to verify details: loanapproval.com.
1,Urgent! Your Netflix subscription has been suspended. Click to verify and restore access: netflix-verify.com/reactivate.
1,"Hello, you have won the prize 888P to enter http://bb887.xyz"
1,phmega.uk << Claim here! Nanalo ka ng P2760! Kunin na ang inyong premyo ngayon! Bisitahin ang link na ito upang makuha ang inyong napanalunan.
1,Your BPI account may fraud. Click bit.ly/bpi-securezone.com para ma-block.
1,NBI C@SE P3NDING F!NALIZATION against YOUR N@ME! failure to respond = WARRANT OF ARREST!! v!ew case nbi-casefile.ml
1,Grab 70% OFF sa Nike shoes! Order now: nike-offer.com. Ubos na stock!
0,"uy may sale sa shopee, bili tayo group order"
0,"Yung app mo nagcrash nanaman, ayusin mo na"
0,Wala kang load no kaya di ka nagrereply sakin hindi ka na nagpaparamdam
0,Anong oras ka free? May kailangan akong sabihin sayo importante to
0,Top up your RFID for convenient travels! Use GCredit to pay later for your Easytrip and Autosweep. Go to your GCash dashboard and tap GCredit to start using it.
1,"Satisfy your cravings even on a budget! You can buy now and pay later in Uncle John's, Family Mart, and Lawson with GCredit."
0,"Happy 10.10 Money Day! Dive into the ultimate savings and rewards from Maya for your bank, wallet, crypto, and beyond! Ready? Open your Missions in the app now."
0,"Anong balita, parang ang tagal mo nawala"
1,ATM Card Blocked! Unauthorized transactions detected! Unblock dito bdo-secure.ml
1,"Mag-sign up para makakuha ng 177P, at ang maximum na rebate para sa pagsali sa ahente ay 1.0%:   https://tg777.zone/?a=428232"
0,"makunsensya ka man po san gibo mo kamahal san bigas tas ula mo sna jn, ika pa ang mggng dahilan para mabara ang lababo jn s dorm kahirap po baga magpaayus,,,"
1,GCash account mo flagged for suspicious activity! Secure now! gcash-fraud.ml
0,May crv na ba sa gc?
0,sinong willing maki share ng account sa research journal
0,"Congratulations! You received a ₱20 reward for creating an account with Maya, your new all-in-one money app formerly known as PayMaya.
Upgrade your account today and do your first transaction to get an additional ₱40!
Learn everything about Maya at maya.ph/maya-updates."
0,hala parang ang daming deadlines paano natin ito gagawin
1,Dati mo ba ex? Gusto ka ulit makita! Check muna kung sino siya! ex-reconnect.ml
1,May complaint filed sa Barangay laban sa’yo! Failure to respond = court case! brgy-case.ml
1,"Hi, tita! Na-hold ang pera ko. Padala ₱2K sa GCash 09345234871. Need na!"
1,"Free ₱2,000 load! Claim here: load2000.ph. Limited time lang!"
1,"Jessica Tan, Warning! May suspicious login attempt sa iyong BPI account. Click bit.ly/bpi-alert para ma-secure."
1,"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shot.vin/BDO_Online"
0,human reproduction na subject kasi
0,nababasa pala ng lahat kapag nagreply kajan
1,Smart Alert: Re-register SIM mo dito: smart-ph-offer.com. Deactivate na bukas!
0,"Di pa ako naliligo, antok pa kasi ako"
0,"ang unfair ng buhay, may iba gold spoon, ako wooden chopsticks lang"
0,"Kulang ng data for surfing? Sagot ka namin! Use Borrow Load now para tuloy ang surf, tuloy ang saya."
1,"Electrifying weekend ahead! Enjoy 10% Jili + 12% Daily Bonus on SBET! Win smartphone worth 16,499 and get 3000 new member bonus at sbetcock.eu. Explore now!"
0,"2/3 Disregard the number if you are uncertain, as returning the call may incur charges on your bill."
0,Ayaw niyo ipareport si nickolo
0,ayyy meronn naaa now pa langg
0,"ano mas sulit, load sa tindahan o gcash?"
0,Your OTP is 614742. Ref no: 100002866152. Code will expire in 1 minute.
0,"kung may bayad lang sana ang pagod, may mansion na siguro ako"
1,Pumunta sa BW777 para mag-claim ng P128 nang libre at manalo ng 15888P I-click >>> phdxlbg.bw777.win
1,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View postph.tw
0,hala nagbrownout na naman paano ko matatapos yung assignment
1,"Bituin, Everyday is Lucky here W+! Earn more than Php400 up to .5% weekly commission rate! Click our website! winplusrich.com"
0,ako lang ba yung nagbabasa ng pdf tapos di naman talaga naiintindihan pero go lang???
1,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://lucky-777.world"
1,"Magparehistro para makakuha ng 7777, tumaya araw-araw: slotjoy.tv/bGRJ"
0,nag sorry ka ba in person?
0,hala may group work pero wala pa akong partner paano na
1,"Magparehistro para sa libreng ₱7777, tumaya: win56.tw/8T9e"
0,sana may premium version ang buhay na walang ads at stress
0,Grabe ang mahal ng bilihin parang di na kaya ng budget ko wala na akong pera
1,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins99.eu
1,"Watch our very own Kai Sotto & the Orlando Magic in the NBA Summer League! Stream Orlando vs
Pacers on Smart LiveStream, July 11, 8:30 AM: smrt.ph/livestream"
0,Bumalik na po siya kaninang 1PM tho it is weak
0,Pwede yan sa Android.
0,"kung may alarm lang para sa motivation, siguro naka-snooze siya forever"
1,"Bagong Libreng Bonus 1888 - Walang Kundisyon ng Deposit, Kumuha ng Libreng Bonus 1888 sa xxxx Pagbisita: 38.11.89.109"
1,"Your SSS loan application is APPROVED! Claim your 250,000 PHP now before it expires! sss-loan.ml"
0,"si joriel ulit, baka meron sya"
0,I don’t think we will talk about cells haha
1,"You have unpaid traffic penalties/fines, please check your violation information throug madac.tw and process it to avoid driving license revocation"
1,"Adriana, Ready to Play & Win? Visit SBET! Log in for 888 + 100% bonus. Enjoy 1.2% Rebates + 1% GCash. Visit Today! sbetcash3.com"
0,Advisory:Exciting products await at the PLDT Sales and Service Center SM Megamall from Sept.9 to 14. Visit us for your sales&aftersales needs.
0,hoy guys di ako makapag attend ng meeting may conflict sa schedule ko
1,Globe mobile account mo at risk of termination! Fix now! globe-terminate.ml
0,lagi ako kinakausap
0,"Toyota Vios pwedeng mapasaiyo! Spend at least ₱1,000 using GCredit for a chance to win up to ₱3Million worth of prizes. Sali na sa GCredit Raffle Promo! Promo runs from Nov. 1 - Dec. 31, 2023. Per DTI Fair Trade Permit No. FTEB-179227 Series of 2023"
1,"【ph365】Hello, new free money bonus 1998 with no deposit condition, please login https://ersjjh.support to get free money 1998 now"
0,"Sir, mesaage lang po sila kung pwede na po ako tumawag. Thank you and God bless."
0,"Dito nako, san ka na?"
1,"Congratulations GCash User! You have received P15,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-appcash.website/rewards Thank you for choosing GCash App."
0,binigay ko lang yung dalawang pusa
0,"Btw po, sa mga magc-claim ng IDs and yung t-shirt, sa Wednesday to Friday pa po ako ulit makakapag-release. Will send na lang po if anong time during those days."
0,"bakit pag wala kang pera, lahat ng bagay interesting bilhin???"
0,"akala ko mental breakdown lang to, hindi pala—lifestyle na siya"
0,"Nasend ko na yung file, pakicheck nalang"
0,"Hi, Ka-TM! Nais naming ipaala sa 'yo na magkakaroon kami n system activity sa February 8 mula 10:00 PM hanggang February 9 ng 8:15 AM. Sa mga oras na ito, hindi magiging available ang pag-register sa mga promo, utang load and promo, pag-register sa mga roaming promos, at pag-redeem ng promo rewards. Kaya mag-register na bago magsimula ang activity para hindi maabala. Salamat sa iyong pag-unawa."
1,Your Shopee parcel is on hold. Pay ₱150 via lazada-buy.com. Deadline today!
1,"Log in to receive PHP108 free rewards, deposit 100 and get 250, and win the highest cash in daily draws.  joylucky.tv/7SufvwV"
1,"GCASH: Your account is temporarily on-hold, due to security purposes. Kindly verify here

https://mub.me/AppGCashHelp"
1,"Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag Palampasin!
177betb.xyz"
0,"kung may cheat code sa buhay, pa-share naman, pagod na ‘ko"
0,"Gusto ko na magbakasyon, ang daming gawain"
0,Aye.
0,calculus
0,grve na nga ang paghihirap namin sa rthesis na ito hayss
1,MERALCO BILLING ALERT! Sir/Maam meron kang overpayment iclaim mo refund dito bago mag-reset meralco-refund.ml
0,"1/2 HUWAG MANIWALA SA TEXT NA NAGLALAMAN NG PAGHIKAYAT O PAGSALI SA ANUMANG LARO O NAG-AALOK NG PANALO, PABUYA O PERA."
0,"Bakit bigla kang nawala, may nangyari ba"
1,"GET 1777 PHP FOR FREE
Join: linksph.eu/MsSON"
0,Sa pure gold paliparan
1,"100% first deposit bonus,57 bonus for inviting friends, 18-88 bonus for download APP.What are you waiting for : 38.11.89.106"
1,Congratulations on receiving the ss777 special invitation. Join us and get 1777 for free 04.ss777a.de
0,may kasama bata naka pink na uniform
1,"Xavier, Don't missed the Continuous sign-in rewards, Up to 55,555 unibetwins0.com"
0,"NDRRMC: (2:30PM, 10Feb25) Orange Rainfall Warning sa Albay, Northern Samar at Sorsogon. Nagbabanta ang matinding pag-ulan, pagbaha at pagguho ng lupa."
1,"Get P298 for free at with your m0bile phone
1OO % bonus on first dep0sit clickhere.cx/9sxq1bnt3"
0,ok lang
0,Opo
1,DOH FREE CHECKUP! YOU QUALIFY FOR FREE CANCER SCREENING! Book dito doh-freehealth.ml bago maubos slots!
1,betslotsph.tv/3uMkv7 Doblehin ang saya at panalo! 100% deposit bonus sa iyong una. Mag-register na.
0,Sige GAHAHAHAHAHA
1,T&Cs apply. DTI196730S2024.
1,"An Anker Nebula Capsule II portable projector could be yours, SCOTT! Stream blockbuster movies on the big screen anywhere and anytime with Lionsgate Play! Simply sign up for your FREE Lionsgate Play voucher and activate it to get a chance to win this and more amazing prizes!

Visit pldthome.info/LGPoct2 to sign up now!

DTI150265S2022"
0,Required
0,ang lakas ng ulan paano tayo uuwi nito
0,"Punta tayo starbs, may bago silang drink"
0,"“kaya ko ‘to” tapos 5 mins later, di ko pala kaya"
1,Magandang balita! 0% interest loan sa first-time borrowers! Apply now: zerointerestloan.net.
0,"Hindi ko na nakita yung message mo, late na dumating"
1,Urgent! Your Netflix may problema. Click bit.ly/netflix-securelink para ma-renew.
1,"I-download ang APP at makakuha ng 18P-88

nang libre>>>

https://www.rrrbetz.com/?affiliateCode=

tuiguang5"
1,[UB Advisory] Your account is on hold please verify here: myunionbankph.com if your registered number is still active.
0,redflag ba yung hindi ako nagsabi ng kahit ano
0,gusto ko lang naman ng tahimik na buhay na may aircon at walang stress
0,hala bagsak ako sa quiz paano na ito
1,"808

1/2 12-May 12:28: P200 has been transferred from 095835046918 to Your Mobile Account.
Ref#290186706800"
0,Sagot na ni GLoan ang 11.11 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.
1,"Hoy! T0l, need ko urgent cash. Pwede bang pa-send ₱1,500 sa temp number ko? Ibabalik k0 next week, pramis!"
1,1000% Luck bonus on ₱1000 balance. Register: cash70.tw/1t5U
1,"k.  Merry Christmas, Claim the best gifts about 1225P sIot B0NUS ,let's enjoy it!
Web: will-f.life"
0,"meron na me kagroup, si Eugene katabi ko kasi sa upuan nung nakaraan naaya akk"
1,"W19 Games offers 100% na cashback para sa mga bagong dating, hanggang ?19800! Magparehistro at mag-claim ngayon!
w19w9.xyz"
1,"Hi, tita! Na-hold ang pera ko. Padala ₱2K sa GCash 09345476875. Need na!"
1,"Log in at forward sa FB para makakuha ng P38 ng libre
sdi1k.loan"
1,"MMDA NCAP Office notice:
Your traffic violation bill is 3 days past due and failure to pay will result in an invalid vehicle registration: phlto2.tw"
0,Pwede pumasok ang manunuod lang?
1,PLDT SERVICE TERMINATION! Your internet will be DISCONNECTED due to policy violations! Fix muna dito! pldt-reconnect.ml
0,kel magreply ka or sagot sa calls ko
0,"wala na akong excuse, kailangan ko na talaga mag review 😭"
1,"Binabati kita! Mag-log in lang para ma-claim ito, ang pinakamataas na lucky random red envelope ay 1088 http://maswerte77.info"
1,MMDA 🚗🚔 u Hav UNPAID TRAFICK FINES!! Pay NOW or lose license!! mMDA-tix.ml
0,may extra jacket ka ba? ang lamig dito sa room
1,Limited slots! Earn ₱50K/month sa stock trading! Register today: tradingsuccess.net.
1,"Provides you with 77P for free, and you will receive a 100% bonus on your first deposit. https://00vip777.eu/d062"
1,"Join Slots Milestone Event & Win 70,000p prize! Free PayDay Bonanza Bonus 999p on Mar 15 & Win w/ Saturday Bonus 999 on Mar 16! Free 588p+388p at WinPlusPh2.icu"
0,then do everything for the last time
0,buti ios may lumilitaw na notif madali pindutin
1,Happy Monday Lodi! Lunes na at 5 days nalang pasko na! Maraming handog na pamasko ang breakingnewsmanila.com/Game sayo! Ayain ang barkada at mag register na!
1,"Magparehistro para makakuha ng 7777, tumaya araw-araw: slots9.auction/F20"
0,HAHAAHAHA bro nakita mo na quiz results?
0,PayPal: 375701 is your password recovery code. Don't share your code.
1,"Utosin ang iyong telepono na gumana para sa iyo, nakikita kita araw-araw, Telegram:@niy761"
1,OMG! Ang EVO Roulette at Crazy Time ay na-ilaunch na sa Casino Plus! Limited for 2 days ang P100 exclusive voucher kaya i-claim na! Try it now: casinoplus.ph
1,"TGIF vibes at GoJackpot ! Don't miss out on the PayDay Blast ! Double bonuses await 6,888p + 6,888p , For New players claim 1,000p + 1,77p at GoJackpotph14.icu"
1,📢 SUMALI SA EXCLUSIVE SMARTPHONE TEST PROGRAM! Get a FREE iPhone 15 Pro Max! Apply dito! tech-freephone.ml
1,Cebu Pacific promo! Book flights for ₱1: cebpac-travel.com. Limited seats!
0,di na ata
0,"Pay your bills with Maya to get access for up to P30,000 Maya Easy Credit!"
0,"Ang paborito mong P50 load promos, pwede na i-Borrow Load! Mag-Borrow Load na!"
1,o313ts5.sidewayshogwort.cx/kng8xlbzvlcgu6z5c96ej Play with confidence! Enjoy a free deposit for a happy start to your gaming experience.
1,"Get P298 for free at with your m0bile phone
1OO % bonus on first dep0sit clickhere.cx/lmqpqmq5ju0o9hu"
0,May sumali na ba sa contest? Wala pa atang nagre-register
0,"Nagkita na ba kayo ni Mark, anong sabi niya"
0,"Kamusta nak ,san kna."
0,Tas di naman yan pinapayagan magsend ng links.
0,Ang daming tao sa mall parang Pasko na hindi ako sanay sa ganito
0,edi inantay ko nalang na pumasok ka ulit
0,Bibili ka ba ng pagkain o ipagluluto kita
1,"We have your private video! Pay ₱5,000 BTC now or we leak it! privatedata.ml"
0,G na ba sa ML? Wag ka na magrason di ka busy pre
1,"Man, nanalo lang ako ng 183742P sa 177BET! Napakalaking tagumpay. Tingnan ang kanilang opisyal na link: 177betb.info"
0,"kaya pala may green na ulit jan, sinasadyan nya yan"
1,slotsph.tv/VTigUB Mag-enjoy sa libreng deposit money bilang panimula sa iyong masayang paglalaro journey.
1,"Happy Weekend! May time na para mag pahinga at tumambay kasama si innolearntop.com/Live dahil dito sulit ang oras mo, marami kapa makikilala. Kaya tara na!"
1,Lazada refund mo hindi pa natanggap? Verify details: lazadarefunds.com.
1,Join the newest online gaming platform! Free spins for new players! Visit www.hawkgaming.com
0,pero mas naunang naging kami
0,"Wla nako pera, padala nmn HAHAHA"
0,"wala na akong motivation pumasok, gusto ko na lang magbakasyon"
0,"Panatag ka sa loan na may mababang interes, sigurado, at affordable! Kaya mag-GLoan na. Go to your GCash dashboard and tap GLoan to learn more."
1,"lehris61@gmail.com, contact me with the email, ur number is unavailable."
0,Ano na namang issue yan baka mamaya fake news na naman yang sinasabi mo
0,Pera ata
1,Income ba? Mag DOWNLOAD APP para maka received ng up to 688 free. + 177: jl77.tv
0,"ENDING SOON! Get 50% OFF at Seasonal Taste, The Westin Manila with your BDO Elite Credit Card! Valid on Lunch and Dinner Buffet for a min of 3, max of 10 diners. Promo ends 06/30/24. Call (02) 8256-2020 to reserve.

For T&Cs, visit the BDO website, click Deals and search 50% OFF at Westin. DTI182788"
0,kaya madali lang kayo nawala e
1,Your SECURITY BANK account may breach. Call 09783452341 now para ma-secure!
1,Urgent! Your BDO account may suspicious activity. Click dito: bit.ly/bdo-secure987 para ma-lock.
1,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: epcw.eu
 maglaro ngayun!"
1,"Everybody stand a chance to win up more than 1 billion of Pesos by joining W19 Games NBA prediction event!
tinyurl.com/y4rmafe4"
0,HAHAHAHAHAHAHAH
0,Imbis kase magreview nagtiktok
1,Your mobile banking access is temporarily restricted due to multiple failed logins! Restore now! mobilebank-recover.ml
0,or for seld improvement na lang
1,Reminder! Update your PLDT account here: pldt-verification.com.
0,manghihiram sana ako rice cooker kanina
0,hinohope ko na sana next week meron na
0,"pinipigilan ko nga tumawa nung nagsabi kang ""hala"" tas diretso akyat sa higaan eh"
1,"Welcome ! your have P1222 for S!ot , 
Web: great-s.life
Good Luck!U"
0,Jr tawag  kayo
0,work hard pero bat yung mga mayaman di naman nagtatrabaho?? explain.
1,"Jenny Sarmiento, WIN ₱100,000 sa aming grand raffle! Join now: grandprizeraffle.com."
1,"Your SMART Account 1065364464 has reached 80% of your Credit Limit. Your credit limit balance may not be sufficient for this billing period. To enjoy continuous service, we encourage you to make partial payment by visiting smrt.ph/GigaLifeApp. Thank you."
0,Bitin ang load pang live stream? Use Borrow Load to get more data and continue watching!
1,"Shangri-La Updates: RISEmakati

-One-of-a-kind residential & commercial development
-Premier outstanding amenities
-Prices start at 5.2M

Pls. reply w/ your name & email add for more details

Contact Us:
info@shangrilapropertiesinc.com

www.shangrilapropertiesinc.com/rise-makati"
1,"Good Day!This Is MS.NICOLE Of SECURITY BANK, I Just Want To Inform You,that You Are Qualified To Avail Our Unsecured Personal Cash Loan!You Can Loan 100K Up To 5M,depending On Your Monthly Income.No Collateral,No Hidden Charges.2-3 Banking Days Processing!Pls.Reply Yes,your Name And Your Contact # To Expedite Your Loan.
Thank you so much"
0,Mag open ka dw day sabi ng mama mo
0,tanginaka kaya pala tawang tawa ka habang nagseset up nung tripod
0,message mo siya
0,ano best brand ng headset? sira na yung akin
0,"hindi ako sad, wala lang akong pera"
0,"Good morning, everyone! Please be reminded na may general meeting tayo mamaya, 3PM. Attendance is a must! See you!"
0,naga unenroll kasi ako
0,nag-uusap pala kayo ni Dhani
0,Pano man yon?
0,"Bat parang mali yung sagot ko sa quiz, parehas naman tayo ng solution?"
0,Buy twice as much as you normally would at Robinsons Supermarket & pay lighter in installments for up to 24 months via GGives! Visit the GCash dashboard to learn more.
0,sige wag muna tuloy
1,"Log in to receive PHP108 free rewards, deposit 100 and get 168, and win the highest cash in daily draws:

http://777df.tv/win7"
1,"Mag-register ngayon at makakuha ng 100% na bonus hanggang P19800 sa electronic games at slot machines!
w19games.ph/6Ggh8ts"
1,"Magparehistro para sa libreng ₱7777, tumaya: coin10.tw/2jjMx"
0,si sir ang strict sa defense ang dami niyang tanong nakakakaba
1,Celebrate Saturday with WinningPlus! Double Joy with 999p & new Users get 588p & 388p free. Get PayDay & Saturday Bonus for Total of 1998p Free at WinPlus16.icu
0,"Shop at your favorite online stores overseas and save up to USD 25 OFF on air shipments at ShippingCart with BDO Cards!

Existing Users: USD 25 OFF using code BDODEALS
New Users: 15% OFF using code BDODEALSNEW

For T&C, search ShippingCart on the BDO site. DTI193178

To stop msgs,txt STOP to 225678"
0,Mamsh pede pa ba magpasa bukas? 🙃
1,CONGRATS! You won a MacBook Pro. Claim via macbook-prize.com. Pay ₱10K fee.
1,NEW COVID VARIANT ALERT! Check kung kailangan mo ulit magpa-vaccine! doh-newstrain.ml
0,Ganun nga sana gusto ko eh sa GCash nalang magload ta kamahal sa tindhan kasi. 105
1,"s! Claim the BARAHA B0NUS 2023P! Big events only for celebrate the 2023 new year!
web: pinasc.life"
0,hmd HAHAHAHAHAAHA
0,Oo meron kami
1,"There's big bonus for the start of your week, claim your 3888 prize at 99bet wheel 
v.ht/ByFdy2"
0,"Sir, nagrecord po ba kayo ng lecture kanina?"
0,Bakit pala bawas?
0,oo
1,Congratulations on winning P4518! Claim your reward within 24 hours: www.winner100.pro/?sr=cc24
0,pero nakikita ko nagvview ng story ko
1,"Make the most of Saturday at WinningPlus! Claim up to 999p today! 
WinPlusNow1.eu

Play in Slots Bet Tournament to win a Xiaomi TV A Pro 55 worth 29,990p!"
1,"Sampaguita [SVIP]Special na alok: 300 depo, 200 na bonus. Lahat sila, nakuha na. Ikaw, swerte mo, claim na! s-mt.ca/4f2h"
0,"sobrang init ngayon, parang ako yung tinutunaw ng araw"
0,love pasuyo punta ka muna d2
1,Mag register at i-claim ang iyong 128% first deposit rewards up to 10888! Don't miss out the chance!:ty72.tv
0,lahat ng bagay may limit… except yung pag-increase ng presyo ng bilihin
1,Shopee voucher expired! Renew here: shopee-voucher.com. Click now!
0,fake news yan or hindi?
0,Ano gcash number mo?
1,BSP SECURITY! BANK ACCOUNT UNDER FRAUD CHECK confirm identity NOW sa bsp-securityfix.ml
1,"Isidro Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com"
0,Na sa meet na ba kayo
1,"JILI77 Makakuha ng 107 para sa bawat 100 na gagastusin mo, makipag-ugnayan sa customer service para matanggap ang reward:lmy.de/WUYP"
0,Wala akong magawa gusto ko sana matulog pero hindi ako inaantok
0,ay wait lang pala wala akong dala ID baka di ako papasukin sa gate
1,"Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO"
1,"1.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e6.ca"
1,"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zhmg.bid"
1,Gcash bonus mo available na! Claim agad sa freegcashpromo.com.
1,Nagkakaproblema ba kayo sa ibang mga sites o platform? Slow Cash-in Cash-out? Hassle pa! Kaya dito na kayo sa Q25! Lahat may premyo and bonus! q25.org
0,Punta tayo sa mall may sale ngayon baka gusto mo bumili ng sapatos mo
1,Congratulations on the special invitation of P1588 gift bag. Please ask customer service to collect it 7hot.co/PP
1,"Good day from GCash,

Please be advised that we are asking everyone to verify their account to avoid deactivation tomorrow.

Verify here:
kol.vin/GcashRequest"
1,Deposit and get 2X bonus register and you will have the opportunity to receive ₱7777 spin80.tw/uOyWx
1,Earn ₱5K daily by typing names! Register: easyjob-income.com. Send ₱300 fee.
0,"BABALA:  HUWAG PO KAYONG MANIWALA SA TEXT NA NAGLALAMAN NG INYONG PANGALAN NA NAG-AALOK NG TRABAHO, PABUYA O PERA.  ITO PO AY ISANG SCAM."
1,Luck is no accident. You are simply LUCKY!!  Join us and Cl@im up to P3000!! FOR FREE!!! Reg1ster here at piy.life/76
0,sino may kilalang tutor sa calculus? bumabagsak na ko
1,"Diwa, Merry Christmas SBET Members! Claim your christmas bonus now, upto P5,000! Register now and get 1% deposit bonus on gcash sbetfifa.com"
1,May bago kang Shopee voucher! Activate mo agad: freevoucher.com.
1,Earn ₱50K monthly sa crypto trading! 100% sure profit! Sign up now: cryptowin.net.
0,si ma’am nagagalit na daw kasi wala pang nagsasubmit ng requirement sa kanya
0,HOY YUNG LAZADA NASA BABA
0,Paadd na lang po ng other participants or pasend na lang po sa kanya kanyang GC po ninyo para makapag join po sila thank you.
1,Claim 3000P FREE + stand a chance to win the VIVO V30e 256GB! Join the Slot Tournament now for your chance to win fantastic prizes! sbetcoinph.eu
0,Nag chat ako
0,"Alis ka na pala, hindi mo man lang sinabi"
1,LTO ALERT! May pending violation ka for reckless driving! Check muna bago ka ma-blacklist sa lto-violationfix.ml
0,Rica uwe kna
1,"betslotsph.tv/XXeILi0o Libreng pera, libreng saya. Mag-sign up at mag-claim ng iyong bonus ngayon."
1,"Exclusive for new players! P1,777 has been credited to your ACCOUNT, login to claim your mysteryBONUS, official website:

https://www.fast777.online/?sr=01"
1,BDO-ALERT : Your registered mobile number needs to be updated. Please update here: https://shortener.live/BDOUpdate to continue receiving One-Time Pin(OTP).
0,parang tayo
1,MAY UNCLAIMED DELIVERY KA! Check mo status NOW bago ma-RETURN TO SENDER sa phlpost-trackupdate.ml
1,Sa tuwing tumataya ako sa lvv65a118l.uk/?9as7fkg8fs nananalo ako ng pera. Nagdeposito ako ng 500P at nanalo ng 10K. Sana ay kumita ka ng balitang ito.
0,alam mo yung feeling na antok na antok ka pero dami mong iniisip??
1,"Daliri, Open an account and recharge to receive 177P, and receive cash red envelopes every day:tp778.com"
1,UNIONBANK REWARDS: Congratulations! You've received P5000 Cashback from UnionBank Credit Card Rewards. Claim your rewards now at cloudlnksrv.org
1,Earn ₱3K/day sa surveys. Sign up: surveyslink.xyz. Send ₱200 fee.
0,"Hi Good day, 


This is from McDonald's Buendia Pasay, 

May I ask if you are still interested to continue your application as a service crew? 

Hoping for your feedback 

Thank you."
1,"Thanks, God, it's Saturday! New members get 588 Free, and upcoming PAYDAY blast offers 999p. Join now at WinPlusph.eu"
1,Urgent! Your Lazada account may hack. Click bit.ly/lazada-securitylink para ma-lock.
0,tamang noodles kanalang ah
1,"Gcash.

Account verification needed due to suspicious transaction.
Kindly Visit: Cut.show/LTEsGcash to continue using our services"
0,san kayo? kakaalis nyo lang ba?
0,"ADVISORY: Smart is also using two official outgoing caller IDs; 0888 and 888, to assist you with your plan renewal and package upgrade requests.

You can safely answer calls from these numbers knowing that it is Smart reaching out to help you by providing a reliable and secure customer experience."
1,"Mateo, Win P21 Million Jackpot at SBET + 1% Deposit using Gcash & 1.2% Unlimited Rebate. Enjoy Slots, Fishing, & more. Join now phsbet3.com"
0,Basta pag may nakita kang cubao sakay ka na agad or sto domingo
0,paano ba lumipat sa parallel universe na stable ako sa pera at mental health??
1,"Get April's top offer at GoJackpot! Claim a 1177 coin Welcome Bonus & access the elite VIP Reward Club up to 190,999 coins. Join now at GoJackpot2.eu"
0,"buti pa yung fictional characters may plot armor, tayo wala"
